ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,output
0.928426939552594,0.49209460837144275,0.49828538644648396,0.8795572956668181,0.928426939552594,-0.01074980610080382,0.018205776694225215,-1.1677668543618058,-1.2799581481249385,1
0.9271739130434783,0.4943814858234553,0.4990050036529215,0.8634084053204822,0.9271739130434783,-0.020031596516591477,0.002647856947162594,-1.1638306153360454,-1.271282406376283,1
0.931930693069307,0.4929897078353254,0.49906512563606953,0.9125388928751708,0.931930693069307,-0.015379587573489274,0.009376761003963481,-1.164816295229201,-1.2713444554703124,1
0.9297366456978355,0.4889231236874102,0.4976298002760412,0.926830221866296,0.9297366456978355,-0.005821087519871956,0.04671379117691096,-1.1850368592171092,-1.255497789359029,0
0.9144754676063974,0.4838544799867479,0.49906119736438587,0.9471004726448853,0.9144754676063974,-0.012678692744168996,0.07359252338641159,-1.1796302984636453,-1.250901238628731,0
0.9369057908383751,0.4881055773893043,0.4977056195023915,0.9311934431640287,0.9369057908383751,-0.001879361715015046,0.0504048609324171,-1.188267306015825,-1.2237306273850888,0
0.9253588913783088,0.4964119503275497,0.4992005981334771,0.8966055401219416,0.9253588913783088,0.001584889783717503,-0.009560830305103619,-1.2159643578740622,-1.235187916806112,1
0.9330310927069575,0.4968688277330495,0.5019327223553711,0.9041678964965177,0.9330310927069575,-0.016880646187285166,-0.008881077980572362,-1.2199801031468958,-1.2414169322838673,1
0.9330347144456886,0.49877945383542066,0.5009698573048283,0.8725366042596105,0.9330347144456886,-0.011370433009352443,-0.021836810387527352,-1.217736935941484,-1.2435177759945972,1
0.9374477464467584,0.4974632612621031,0.49880911782007664,0.8466108883288429,0.9374477464467584,-0.0013130762341789755,-0.015693630375205336,-1.2079920315601922,-1.2299648336626616,0
0.925509566797252,0.4950157921099605,0.4970552160004535,0.7969912594258448,0.925509566797252,0.002655313434993554,0.0017194937118118973,-1.2168599813466308,-1.232778286942186,0
0.9294324727970984,0.4938891448277678,0.4955877348103166,0.7712353631347894,0.9294324727970984,0.009381541601170584,0.011061694645897308,-1.2039483998433547,-1.2244148723169517,0
0.9246905810782463,0.4918818598219687,0.5015624375384763,0.8856507566260963,0.9246905810782463,-0.026855997332329608,0.02038913369221902,-1.2423088875019164,-1.257786059781088,1
0.9056036302237231,0.4970335580330793,0.5019515903764533,0.8934780766062821,0.9056036302237231,-0.028927766873143853,-0.0171748470852142,-1.2365955271733169,-1.2624722961037973,1
0.9096153846153846,0.49957044977267423,0.5043136557468118,0.8907703067858336,0.9096153846153846,-0.0419291999991909,-0.032296578547732845,-1.2413667679898674,-1.2585551127459287,1
0.9312782805429864,0.49433673350206253,0.5052276984282933,0.9416210694469902,0.9312782805429864,-0.029393315151336318,0.0016571429097159006,-1.237172799748753,-1.2434656106600912,0
0.9143392188336008,0.4926731894687495,0.5005355714759424,0.9039514114533831,0.9143392188336008,-0.009018951419885351,0.015208152707501237,-1.2376466621524882,-1.2721207709176878,0
0.934633411449615,0.4988728057096108,0.5035696309631519,0.8934139485374833,0.934633411449615,-0.02590323479424984,-0.029744523221493093,-1.2110473693120116,-1.253961969122143,0
0.8763732443331943,0.48184827723536255,0.51223860037678,0.9300447588631183,0.8763732443331943,-0.10796228926235588,0.06635968418716878,-1.24967200776797,-1.3208493175065106,1
0.8812700765999506,0.4814120679520194,0.5108590700236749,0.912864022536109,0.8812700765999506,-0.10167503598473236,0.08129232364236318,-1.2405636698912863,-1.3144440105591961,1
0.8990716966225558,0.4860969057016912,0.5086126580134246,0.9277107260295598,0.8990716966225558,-0.09082160380598135,0.045875640556175476,-1.2375583861989146,-1.31557099945756,1
0.8757763975155279,0.48292764385768455,0.4929895274727058,0.8766958810095005,0.8757763975155279,0.022418481109065348,0.07473200389326012,-1.2228347630270338,-1.2861062923265725,0
0.873188958365106,0.49356556432699616,0.49577340545129556,0.8410787014905544,0.873188958365106,0.011334086541027515,-0.003945085472163036,-1.2262663136573568,-1.3285803999715389,0
0.8951612903225806,0.4825874854446283,0.5064446935414677,0.924816738588045,0.8951612903225806,-0.048049627341191184,0.07397038552667695,-1.2507794155602512,-1.2853547134366572,0
0.942043142043142,0.504160403667878,0.5007415088120177,0.7382951123098025,0.942043142043142,-0.02882911342396925,-0.0730281488232087,-1.2258654611681628,-1.2196179242433058,1
0.9261618306204293,0.49855348641220604,0.5030944014155724,0.8553430171479813,0.9261618306204293,-0.047807103680594286,-0.03914258622494871,-1.2398841266221357,-1.2561285624230631,1
0.9368525613736342,0.49688617520988065,0.5037890687820002,0.841480816462014,0.9368525613736342,-0.0454577489332678,-0.02067290920451462,-1.2278208280283627,-1.2531807564973665,1
0.9347510524023807,0.4911179776174346,0.5009415720183319,0.864816250021995,0.9347510524023807,-0.03662984975332206,0.024651335504926736,-1.2286383347810448,-1.2512162967516642,0
0.9476524554776039,0.4956756791514686,0.502553623517043,0.8693679338794442,0.9476524554776039,-0.039320597328022615,0.00415672645614847,-1.231371904939947,-1.2456161197056816,0
0.9388775806920616,0.49394984612174636,0.5044413811607138,0.8487700138207617,0.9388775806920616,-0.053055335912389937,0.009174923975103768,-1.2107893469532285,-1.251494278015971,0
0.9189851097178683,0.487607011972108,0.49793404948105935,0.9415796494084211,0.9189851097178683,-0.0014981105582869973,0.032958381871833184,-1.2112176501239367,-1.2855327923549513,1
0.9231730769230769,0.4799062597646078,0.49996594905979347,0.969957879345972,0.9231730769230769,-0.010749317813367971,0.08033836723549498,-1.21945208728087,-1.2397299184520116,1
