ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,output
0.10601237842617153,0.47746198755373065,0.4752283991448813,0.9777884499943305,0.12074521651560927,0.13127533756353107,-0.11456498645129737,-1.538828391776786,0.16712553120710538,1
0.10065261044176707,0.4803962316431144,0.46573325721839975,0.9659326659752989,0.11988041853512706,0.24201684514732102,-0.1668408229744038,-1.519154646791388,-0.1116038807568196,1
0.0977403633141338,0.48089413373363255,0.4667075053294455,0.981218077351916,0.1086164451009355,0.19195779023189663,-0.3645972724248442,-1.540247351163422,0.08111753998968574,1
0.10511176857330704,0.47041959864477456,0.44281543920685074,0.968152839916656,0.12655848011082524,0.30973956451243845,-0.1409808187548239,-1.48250543573987,0.012066416129143054,1
0.09986472507360547,0.4759665563099714,0.4925338195241632,0.9744737812999277,0.11447596460822768,0.10281057802433338,-0.12134742427398942,-1.5726230570103388,-0.07222454835083258,1
0.09807586586036283,0.4518860458981799,0.4695973555173715,0.9835148722935817,0.20386241572391728,-0.1194185939893171,0.1073196783651636,-1.1560808244933392,-1.0588187461038794,1
0.08748832866479925,0.4533914383967746,0.4331520228155296,0.9813752486971226,0.1885691285973033,0.05966230641643589,0.01785219166324431,-1.067387128480548,-1.0851238042582159,1
0.08689083820662769,0.42601174838385925,0.44819904031906277,0.9808720001140044,0.1962359674224081,0.0035523722784620137,0.1555230579600349,-1.1577831641275136,-0.7703118509487745,1
0.07614656031904288,0.41044361006814073,0.4569220597889909,0.9765456596945585,0.16583732923188274,-0.06050481467028496,0.24862123558995836,-1.070338286747579,-0.8289764708644993,1
0.07550292844410492,0.4667691697252257,0.4394340903615777,0.9794893547480679,0.18325092707045734,-0.04487603914711326,0.02843807005466713,-1.1230500058822093,-1.140978076945961,1
0.11294384286074037,0.4660857830194215,0.4412182020877673,0.9753114170536802,0.2778380052656032,0.26122195021653943,0.07425433607236785,-0.6373679153282064,-0.9062871231296303,1
0.128992628992629,0.45035203270497387,0.4429575038571578,0.9795948082577857,0.3234281572748686,0.20947555592754075,0.0843099733431832,-1.045574250850303,-0.9942777875551645,1
0.1202552719200888,0.4226933412959092,0.42217742988741935,0.9784218537230387,0.29648378711178,0.2666635482245994,0.2382725595701515,-0.727287500216593,-0.8496343969343796,1
0.10121951219512196,0.44231280522788013,0.42910690380569894,0.9874865933464947,0.30365853658536585,0.12491940172151624,0.1833378014809888,-0.759298173695476,-1.0026574555197658,1
0.10673234811165845,0.4620582482651448,0.43388732479641573,0.972281714220083,0.25262042162289483,0.2022075398836041,0.1821538364471243,-0.6307941340829424,-0.8093851670945789,1
0.22297637003519358,0.5299754625638304,0.3773403096965668,0.9574113501764686,0.36989157631359465,0.4322196832832603,-0.23930814447346976,-0.44051262995350626,-0.3320453470022193,1
0.19462809917355373,0.5543259023354564,0.3742257549437631,0.9577130779056192,0.34142805364262413,0.5800473369285295,-0.44912025440236486,-0.3017901156230569,-0.017241532468691645,1
0.16392118863049096,0.5374040554473594,0.3764846743295019,0.9717769849284639,0.3631484794275492,0.854372727196338,-0.0416988449538669,0.2591072060195203,0.07172391394432243,1
0.1913786696395392,0.5502613890963405,0.3836921345152666,0.9559905031111219,0.3242052250550834,0.6510523860614029,-0.25088162514773144,-0.10997016594982645,-0.5530422210259083,1
0.1821138211382114,0.5850996902826171,0.3623897707231041,0.9598349781683633,0.3132380360472343,0.7014811013823383,-0.2133590502161325,-0.0452794155582712,-0.48086083011441794,1
0.11385260441864216,0.3915495216206104,0.40327110723711296,0.9157749098093264,0.18065506653019447,0.27351423460539104,0.6437292214878901,-0.8512465947097159,-0.313656012552499,1
0.10775112964893986,0.4010411332991978,0.3916333097873009,0.9184177443925868,0.17620310723759,0.5426901997061967,0.49663038717380065,-0.22164283431441367,-0.30314929307858884,1
0.09106794120670161,0.42962999312984596,0.382714567023678,0.8772525725300906,0.1445822454308094,0.3864434148578343,0.23051505674565467,-0.4893797358958003,-0.33148029021647973,1
0.10135817712425638,0.41224168027479025,0.34870519900552244,0.9165112747448021,0.16484118291347208,0.6349654427220117,0.3445576609426637,0.03962666565724371,-0.4340268892605761,1
0.09848484848484848,0.4635897435897436,0.34696969696969693,0.906715444022559,0.17310252996005326,0.41756750436004286,0.5706747324462252,-0.26973590280476767,-0.3452452088301312,1
0.13189102564102564,0.524453219927096,0.4803096862635138,0.9833041343132994,0.17860243055555555,-0.00412689277620161,-0.39744775318432357,-1.1466119029792854,-0.32285350249477185,1
